archetype_key,zh,pinyin,category,en,es,ja,ko,th,vi,basis,status
ziwei:geju:matoudaijiange,马头带剑格,mǎtóudàijiàngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:mingwuzhengyaoge,命无正曜格,mìngwúzhèngyàogé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:shizhongyinyuge,石中隐玉格,shízhōngyǐnyùgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:jixiangliminge,极向离明格,jíxiànglímíngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:rizhaoleimenge,日照雷门格,rìzhàoléiméngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:yueshengcanghaige,月生沧海格,yuèshēngcānghǎigé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:shapolange,杀破狼格,shāpòlángé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:jiyuetongliange,机月同梁格,jīyuètóngliángé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:zifutonggongge,紫府同宫格,zǐfǔtónggōnggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:juritonggongge,巨日同宫格,jùrìtónggōnggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:junchenqinghuige,君臣庆会格,jūnchénqìnghuìgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:matoudaijiange_2,马头带箭格,mǎtóudàijiàngé,紫微格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:conge,从格,cóngé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:congwang,从旺,cóngwàng,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:congqiang,从强,cóngqiáng,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:congruo,从弱,cóngruò,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:huage,化格,huàgé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:huaqige,化气格,huàqìgé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:quzhige,曲直格,qūzhígé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:yanshangge,炎上格,yánshànggé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:jiasege,稼穑格,jiàsègé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:conggege,从革格,cónggégé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:runxiage,润下格,rùnxiàgé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:liangshenchengxiang,两神成象,liǎngshénchéngxiàng,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:liangganbuza,两干不杂,liǎnggànbùzá,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:tianyuanzuolu,天元坐禄,tiānyuánzuòlù,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:feitianluma,飞天禄马,fēitiānlùmǎ,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:renqilongbei,壬骑龙背,rénqílóngbèi,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:liuyinchaoyang,六阴朝阳,liùyīncháoyáng,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:jinglanchage,井栏叉格,jǐnglánchāgé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:jinshenge,金神格,jīnshéngé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:shishangpiancai,时上偏财,shíshàngpiāncái,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:shishangyiweigui,时上一位贵,shíshàngyīwèiguì,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:jianluge,建禄格,jiànlùgé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:yuerenge,月刃格,yuèrèngé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:zaqicaiguan,杂气财官,záqìcáiguān,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:muku,墓库,mùkù,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:tianyuan,天元,tiānyuán,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:diyuan,地元,dìyuán,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:renyuan,人元,rényuán,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:canggan,藏干,cánggān,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:renyuansiling,人元司令,rényuánsìlìng,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:deling,得令,délìng,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:shiling,失令,shīlìng,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:dedi,得地,dédì,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:shidi,失地,shīdì,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:deshi,得势,déshì,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:shishi,失势,shīshì,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:shenqiang,身强,shēnqiáng,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:shenruo,身弱,shēnruò,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:zhonghe,中和,zhōnghé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:pianwang,偏旺,piānwàng,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:pianruo,偏弱,piānruò,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:yongshen,用神,yòngshén,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:xishen,喜神,xǐshén,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:jishen,忌神,jìshén,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:choushen,仇神,chóushén,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:xianshen,闲神,xiánshén,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:tongguan,通关,tōngguān,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:fuyi,扶抑,fúyì,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:tiaohou,调候,tiáohòu,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:bingyao,病药,bìngyào,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:yuanliu,源流,yuánliú,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:quge,取格,qǔgé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:biange,变格,biàngé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:waige,外格,wàigé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:neige,内格,nèigé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:chenge,成格,chéngé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:geju:poge,破格,pògé,八字格局,—,—,—,—,—,—,,tier2_pending
bazi:shensha:tianyi,天医,tiānyī,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:fuxingguiren,福星贵人,fúxīngguìrén,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:wenchangguiren,文昌贵人,wénchāngguìrén,神煞,Literary Nobleman,Noble Literario,文昌貴人,문창귀인,เหวินชางกุยเหริน,Văn Xương Quý Nhân,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
bazi:shensha:yutangguiren,玉堂贵人,yùtángguìrén,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:jinyu,金舆,jīnyú,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:guoyunguiren,国印贵人,guóyùnguìrén,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:tianchuguiren,天厨贵人,tiānchúguìrén,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:sifei,四废,sìfèi,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:wumu,五墓,wǔmù,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:shi_ebabai,十恶大败,shi ebabai,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:yinyangcuo,阴阳差错,yīnyángcuò,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:silisijue,四离四绝,sìlísìjué,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:dasha,大煞,dàshà,神煞,—,—,—,—,—,—,,tier2_pending
bazi:wuxing:xiuqiu,休囚,xiūqiú,五行,—,—,—,—,—,—,,tier2_pending
bazi:wuxing:wangxiang,旺相,wàngxiàng,五行,—,—,—,—,—,—,,tier2_pending
bazi:wuxing:sijue,死绝,sǐjué,五行,—,—,—,—,—,—,,tier2_pending
bazi:shensha:jielukongwang,截路空亡,jiélùkōngwáng,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:kongwang,空亡,kōngwáng,神煞,Void,Vacío,空亡,공망,คงหวาง,Không Vong,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
bazi:shensha:xunkong,旬空,xúnkōng,神煞,—,—,—,—,—,—,,tier2_pending
bazi:shensha:guxu,孤虚,gūxū,神煞,—,—,—,—,—,—,,tier2_pending
bazi:wuxing:nayiwuxing,纳音五行,nàyīwǔxíng,五行,—,—,—,—,—,—,,tier2_pending
bazi:wuxing:zhengwuxing,正五行,zhèngwǔxíng,五行,—,—,—,—,—,—,,tier2_pending
bazi:wuxing:huaqiwuxing,化气五行,huàqìwǔxíng,五行,—,—,—,—,—,—,,tier2_pending
bazi:jiazi:ganzhitongqi,干支同气,gànzhītóngqì,干支组合,—,—,—,—,—,—,,tier2_pending
bazi:jiazi:gaitou,盖头,gàitóu,干支组合,—,—,—,—,—,—,,tier2_pending
bazi:jiazi:jiejiao,截脚,jiéjiǎo,干支组合,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:tiankedichong,天克地冲,tiānkèdìchōng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:tianshengdichong,天生地冲,tiānshēngdìchōng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:tiankedihe,天克地合,tiānkèdìhé,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:fuyin,伏吟,fúyín,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:fanyin,反吟,fǎnyín,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:anhe,暗合,ànhé,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:yaohe,遥合,yáohé,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:yaochong,遥冲,yáochōng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:gonghe,拱合,gǒnghé,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:gongjia,拱夹,gǒngjiā,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:sanxing,三刑,sānxíng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:zixing,自刑,zìxíng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:wu_en_zhi_xing,无恩之刑,wu en zhi xing,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:shishizhixing,恃势之刑,shìshìzhīxíng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:wulizhixing,无礼之刑,wúlǐzhīxíng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:hehua,合化,héhuà,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:duhe,妒合,dùhé,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:zhenghe,争合,zhēnghé,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:tanhewangchong,贪合忘冲,tānhéwàngchōng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:tanhewangke,贪合忘克,tānhéwàngkè,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:he_er_bu_hua,合而不化,he er bu hua,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:chongzhongfenghe,冲中逢合,chōngzhōngfénghé,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:hechufengchong,合处逢冲,héchùféngchōng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:banhe,半合,bànhé,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:shengdibanhe,生地半合,shēngdìbànhé,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:mudibanhe,墓地半合,mùdìbànhé,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:fangju,方局,fāngjú,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:sanhui,三会,sànhuì,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:anchong,暗冲,ànchōng,地支关系,—,—,—,—,—,—,,tier2_pending
common:school:paisizhu,排四柱,páisìzhù,推命体系,—,—,—,—,—,—,,tier2_pending
common:school:paidayun,排大运,páidàyùn,推命体系,—,—,—,—,—,—,,tier2_pending
common:school:pailiunian,排流年,páiliúnián,推命体系,—,—,—,—,—,—,,tier2_pending
common:school:qiyunshu,起运数,qǐyùnshù,推命体系,—,—,—,—,—,—,,tier2_pending
common:school:shunpai,顺排,shùnpái,推命体系,—,—,—,—,—,—,,tier2_pending
common:school:nipai,逆排,nìpái,推命体系,—,—,—,—,—,—,,tier2_pending
common:school:jiaoyun,交运,jiāoyùn,推命体系,—,—,—,—,—,—,,tier2_pending
common:school:tuoyun,脱运,tuōyùn,推命体系,—,—,—,—,—,—,,tier2_pending
common:school:huanyun,换运,huànyùn,推命体系,—,—,—,—,—,—,,tier2_pending
common:school:xiaoyun,小运,xiǎoyùn,推命体系,—,—,—,—,—,—,,tier2_pending
common:school:mingxian,命限,mìngxiàn,推命体系,—,—,—,—,—,—,,tier2_pending
common:school:shenfengtongkao,神峰通考,shénfēngtōngkǎo,推命体系,—,—,—,—,—,—,,tier2_pending
common:term:mingshu,命书,mìngshū,基础,—,—,—,—,—,—,,tier2_pending
common:term:tuiming,推命,tuīmìng,基础,—,—,—,—,—,—,,tier2_pending
common:term:suanming,算命,suànmìng,基础,—,—,—,—,—,—,,tier2_pending
common:term:pibazi,批八字,pībāzì,基础,—,—,—,—,—,—,,tier2_pending
common:term:paipan,排盘,páipán,基础,—,—,—,—,—,—,,tier2_pending
common:term:qipan,起盘,qǐpán,基础,—,—,—,—,—,—,,tier2_pending
common:term:dingpan,定盘,dìngpán,基础,—,—,—,—,—,—,,tier2_pending
common:term:gaiyun,改运,gǎiyùn,基础,—,—,—,—,—,—,,tier2_pending
common:term:suanmingxiansheng,算命先生,suànmìngxiānsheng,基础,—,—,—,—,—,—,,tier2_pending
common:term:shushi,术士,shùshì,基础,—,—,—,—,—,—,,tier2_pending
common:term:shushu,术数,shùshù,基础,—,—,—,—,—,—,,tier2_pending
common:term:mingli,命理,mìnglǐ,基础,—,—,—,—,—,—,,tier2_pending
common:term:mingyun,命运,mìngyùn,基础,—,—,—,—,—,—,,tier2_pending
common:term:suming,宿命,sùmìng,基础,—,—,—,—,—,—,,tier2_pending
common:term:gaiming,改命,gǎimìng,基础,—,—,—,—,—,—,,tier2_pending
common:term:zaoming,造命,zàomìng,基础,—,—,—,—,—,—,,tier2_pending
common:term:zhiming,知命,zhīmìng,基础,—,—,—,—,—,—,,tier2_pending
common:term:liming,立命,lìmìng,基础,—,—,—,—,—,—,,tier2_pending
common:term:anxing,安星,ānxīng,基础,—,—,—,—,—,—,,tier2_pending
common:term:luogong,落宫,luògōng,基础,—,—,—,—,—,—,,tier2_pending
ziwei:palace:minggong,命宫,mìnggōng,十二宫,Life Palace,Palacio de la Vida,命宮,명궁,เหมิงกง,Mệnh Cung,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
ziwei:palace:shengong,身宫,shēngōng,十二宫,—,—,—,—,—,—,,tier2_pending
ziwei:star:qinglong,青龙,qīnglóng,紫微星曜,Azure Dragon,Dragón Azul,青龍,청룡,ชิงหลง,Thanh Long,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
ziwei:star:xiaohao,小耗,xiǎohào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:bingfu,病符,bìngfú,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:sangmen,丧门,sàngmén,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:baihu,白虎,báihǔ,紫微星曜,White Tiger,Tigre Blanco,白虎,백호,ไป๋หู,Bạch Hổ,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
ziwei:star:longde,龙德,lóngdé,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:tiande,天德,tiāndé,紫微星曜,Heavenly Virtue,Virtud Celestial,天德貴人,천덕귀인,เทียนเต๋อกุยเหริน,Thiên Đức Quý Nhân,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
ziwei:star:xianchi,咸池,xiánchí,紫微星曜,Xianchi (Peach Blossom),Xianchi (Flor de durazno),咸池,함지,เซียนฉือ,Hàm Trì,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
ziwei:star:huagai,华盖,huágài,紫微星曜,Canopy,Dosel,華蓋,화개,หัวไก่,Hoa Cái,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
ziwei:star:suipo,岁破,suìpò,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:wuxingju,五行局,wǔxíngjú,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:shui_er_ju,水二局,shui er ju,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:musanju,木三局,mùsānjú,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:jinsiju,金四局,jīnsìjú,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:tuwuju,土五局,tǔwǔjú,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:huoliuju,火六局,huǒliùjú,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:yangnan,阳男,yángnán,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:yinu,阴女,yīnǚ,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:yingnan,阴男,yīngnán,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:yangnu,阳女,yángnǚ,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:shunxing,顺行,shùnxíng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:nixing,逆行,nìxíng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:shunbu,顺布,shùnbù,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:nibu,逆布,nìbù,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:anshengong,安身宫,ānshēngōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:qixiaoxian,起小限,qǐxiǎoxiàn,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:qiliunian,起流年,qǐliúnián,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:anfuyao,安辅曜,ānfǔyào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:anshayao,安煞曜,ānshàyào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:ansihua,安四化,ānsìhuà,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:paidaxian,排大限,páidàxiàn,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:dingziwei,定紫微星,dìngzǐwēi,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:qidoujun,起斗君,qǐdòujūn,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:anminggong,安命宫,ānmìnggōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:an_shi_er_gong,安十二宫,an shi er gong,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:qishengong,起身宫,qǐshēngōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:mingshentonggong,命身同宫,mìngshēntónggōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:mingshenduizhao,命身对照,mìngshēnduìzhào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:mingshenfengong,命身分宫,mìngshēnfēngōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:daxianminggong,大限命宫,dàxiànmìnggōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:liunianminggong,流年命宫,liúniánmìnggōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:xiaoxianminggong,小限命宫,xiǎoxiànmìnggōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:xingyao,星曜,xīngyào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:liangdu,亮度,liàngdù,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:pingxian,平闲,píngxián,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:luoxianxing,落陷星,luòxiànxīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:sihua,四化,sìhuà,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:huaqi,化气,huàqì,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:gonggansihua,宫干四化,gōnggànsìhuà,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:feixingsihua,飞星四化,fēixīngsìhuà,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:shengniansihua,生年四化,shēngniánsìhuà,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:daxiansihua,大限四化,dàxiànsìhuà,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:liuniansihua,流年四化,liúniánsìhuà,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:xiaoxiansihua,小限四化,xiǎoxiànsìhuà,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:sanqijiahui,三奇加会,sānqíjiāhuì,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:luquankehui,禄权科会,lùquánkēhuì,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:huajichong,化忌冲,huàjìchōng,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:hualufengkong,化禄逢空,huàlùféngkōng,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:huaquanyusha,化权遇煞,huàquányùshà,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:huakefengji,化科逢忌,huàkēféngjì,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:geju:tanlange,贪狼格,tānlángé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:wuquge,武曲格,wǔqūgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:lianzhenge,廉贞格,liánzhēngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:tianfuge,天府格,tiānfǔgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:taiyangge,太阳格,tàiyánggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:taiyinge,太阴格,tàiyīngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:tianjige,天机格,tiānjīgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:tiantonge,天同格,tiāntóngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:tianliange,天梁格,tiānliángé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:tianxiangge,天相格,tiānxiànggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:jumenge,巨门格,jùméngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:pojunge,破军格,pòjūngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:qishage,七杀格,qīshāgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:ziweige,紫微格,zǐwēigé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:xingshajiazhige,刑杀夹制格,xíngshājiázhìgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:tanwubufashaoniange,贪武不发少年格,tānwǔbùfāshàoniángé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:mingshentonggongge,命身同宫格,mìngshēntónggōnggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:sanfangguige,三方贵格,sānfāngguìgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:sizhengxiongge,四正凶格,sìzhèngxiōnggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:xingyaobingminge,星曜并明格,xīngyàobìngmíngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:mingzuoguige,命坐贵格,mìngzuòguìgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:shenzuoguige,身坐贵格,shēnzuòguìgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:star:mingzhuxing,命主星,mìngzhǔxīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:shenzhuxing,身主星,shēnzhǔxīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:ziweidoushumingpan,紫微斗数命盘,zǐwēidòushùmìngpán,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:geju:minggongshengongguanxi,命宫身宫关系,mìnggōngshēngōngguānxì,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:sanfangsizhenghuizhao,三方四正会照,sānfāngsìzhènghuìzhào,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:ziweizaiwu,紫微在午,zǐwēizàiwǔ,紫微格局,—,—,—,—,—,—,,tier2_pending
liuyao:liuqin:xiong_di,兄弟,,__补充未入lexicon__,Siblings,Hermanos,兄弟,형제,เซียงตี้,Huynh Đệ,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:zodiac:tu,兔,,__补充未入lexicon__,Rabbit,Conejo,兎,토끼,เถาะ,Mèo,同 tier1 依据；缺 pinyin 待补,tier1_supplement
liuyao:liuqin:qi_cai,妻财,,__补充未入lexicon__,Spouse & Wealth,Cónyuge y Riqueza,妻財,처재,ชายไฉ่,Thê Tài,同 tier1 依据；缺 pinyin 待补,tier1_supplement
liuyao:liuqin:zi_sun,子孙,,__补充未入lexicon__,Descendants,Descendientes,子孫,자손,จื้อซุน,Tử Tôn,同 tier1 依据；缺 pinyin 待补,tier1_supplement
liuyao:liuqin:guan_gui,官鬼,,__补充未入lexicon__,Officer & Ghost,Oficial y Fantasma,官鬼,관귀,กวนกุ่ย,Quan Quỷ,同 tier1 依据；缺 pinyin 待补,tier1_supplement
common:term:ben_ming,本命,,__补充未入lexicon__,Natal,Natal,本命,본명,เบิ้นมิ้ง,Bản Mệnh,同 tier1 依据；缺 pinyin 待补,tier1_supplement
